#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
1,Logan Webb,SF,SP,R,30.8,30.8,18.6,770.2,184.8,12.3,8.2,0,0,3.48,3.27,1.22,172.3,43.7,182.4,5.6,72.9,80.9,15,53.3,26.8,19.9,0.316,657277
2,Framber Valdez,DET,SP,L,30.8,30.8,18.4,771.7,184.8,12.1,8.5,0,0,3.62,3.28,1.23,171.2,60.2,166.7,7.6,75.0,83.1,15,55.7,24.6,19.7,0.294,664285
3,Jameson Taillon,CHC,SP,R,30.8,30.8,15.1,759.9,178.6,11.5,9.4,0,0,4.74,4.32,1.25,139.8,43.4,180.7,5.2,95.7,102.2,29,37.0,42.8,20.1,0.279,11674
4,Luis Castillo,SEA,SP,R,30.8,30.8,16.2,758.8,178.6,12.2,8.3,0,0,4.20,3.94,1.24,172.7,50.5,170.7,6.7,86.7,93.4,26,39.8,40.5,19.6,0.282,15689
5,Michael Wacha,KC,SP,R,30.8,30.8,15.5,744.5,175.6,10.8,9.5,0,0,4.73,4.62,1.31,140.1,51.5,178.3,5.7,88.5,94.9,26,37.4,42.6,20.0,0.294,14078
6,Cristopher Sanchez,PHI,SP,L,30.8,30.8,18.3,720.8,175.6,12.0,7.1,0,0,3.39,3.21,1.18,168.4,44.7,161.8,5.9,64.8,72.2,16,54.3,26.0,19.7,0.300,650911
7,Mitch Keller,PIT,SP,R,30.8,30.8,15.5,749.0,175.6,10.5,9.7,0,0,4.56,4.15,1.29,149.7,53.2,173.1,9.8,88.8,95.6,22,42.5,37.7,19.8,0.297,656605
8,Tarik Skubal,DET,SP,L,30.8,30.8,19.1,698.8,175.6,11.6,7.2,0,0,2.94,2.65,0.97,213.6,38.2,133.0,6.2,58.0,63.6,18,41.8,39.1,19.1,0.275,669373
9,Bryan Woo,SEA,SP,R,30.8,30.8,16.6,729.1,175.6,12.0,7.8,0,0,3.92,3.45,1.11,179.8,39.8,154.3,6.9,79.6,85.7,25,39.4,41.0,19.7,0.267,693433
10,Kevin Gausman,TOR,SP,R,30.8,30.8,15.9,730.4,172.5,11.4,8.2,0,0,4.24,3.72,1.22,172.2,51.3,158.3,4.2,81.7,87.9,24,37.6,42.6,19.8,0.277,14107
11,Jesus Luzardo,PHI,SP,L,30.8,30.8,17.1,716.8,172.5,11.4,7.7,0,0,3.80,3.67,1.20,187.0,54.6,151.6,5.3,71.5,77.6,22,39.7,40.8,19.4,0.288,666200
12,George Kirby,SEA,SP,R,30.8,30.8,16.5,716.3,172.5,11.7,7.6,0,0,3.83,3.49,1.14,171.9,32.8,164.6,7.1,76.3,82.7,22,42.3,38.2,19.6,0.289,669923
13,Tanner Bibee,CLE,SP,R,30.8,30.8,15.7,733.3,172.5,10.1,9.5,0,0,4.36,4.12,1.26,164.4,52.5,164.2,7.9,83.1,89.3,25,38.3,42.0,19.7,0.286,676440
14,Shota Imanaga,CHC,SP,L,30.8,30.8,15.5,721.1,172.5,11.1,8.6,0,0,4.35,4.00,1.15,157.5,37.7,160.6,4.8,84.6,90.1,29,32.6,47.4,20.0,0.266,684007
15,Hunter Brown,HOU,SP,R,30.8,30.8,17.0,721.2,172.5,11.4,7.7,0,0,3.82,3.44,1.20,189.9,57.1,150.3,6.7,72.5,79.2,20,46.6,34.0,19.5,0.286,686613
16,Paul Skenes,PIT,SP,R,30.8,30.8,18.8,694.5,172.5,11.2,7.2,0,0,3.01,2.56,1.02,207.4,45.5,129.8,6.3,57.8,63.6,15,43.4,37.9,18.7,0.279,694973
17,Robbie Ray,SF,SP,L,30.8,30.8,15.0,730.2,169.4,10.0,9.4,0,0,4.45,4.09,1.26,175.4,64.9,148.3,6.8,85.5,91.3,24,34.4,45.7,19.9,0.275,11486
18,Luis Severino,ATH,SP,R,30.8,30.8,14.6,729.0,169.4,10.1,9.4,0,0,4.81,4.59,1.34,139.0,54.6,172.5,9.7,88.2,94.9,25,42.0,38.3,19.7,0.292,15890
19,Freddy Peralta,NYM,SP,R,30.8,30.8,15.9,716.7,169.4,11.5,7.6,0,0,4.00,3.68,1.20,186.7,62.6,141.4,7.7,77.8,83.7,23,37.0,43.4,19.6,0.270,642547
20,Sandy Alcantara,MIA,SP,R,30.8,30.8,15.3,720.9,169.4,9.5,9.7,0,0,4.42,3.92,1.28,142.5,50.6,165.7,7.0,82.6,89.6,20,46.0,34.6,19.4,0.293,645261
21,Zac Gallen,ARI,SP,R,30.8,30.8,15.2,726.9,169.4,10.8,8.6,0,0,4.41,3.95,1.28,159.0,53.9,163.2,5.9,83.3,89.9,21,41.9,38.3,19.8,0.294,668678
22,Andrew Abbott,CIN,SP,L,30.8,30.8,15.1,720.5,169.4,9.7,9.6,0,0,4.72,4.49,1.28,154.1,54.3,163.1,4.8,84.1,89.8,29,33.0,47.0,20.0,0.277,671096
23,Brayan Bello,BOS,SP,R,30.8,30.8,15.2,730.4,169.4,10.0,9.3,0,0,4.69,4.28,1.35,139.8,60.0,168.5,8.9,83.4,90.7,20,48.4,31.9,19.7,0.297,678394
24,Max Fried,NYY,SP,L,29.2,29.2,16.9,694.8,166.4,11.5,6.8,0,0,3.56,3.40,1.20,158.2,47.6,152.0,6.5,65.2,72.3,17,51.1,29.2,19.7,0.288,608331
25,Jeffrey Springs,ATH,SP,L,30.8,30.8,14.1,715.4,166.3,9.7,9.5,0,0,4.90,4.61,1.32,143.0,53.1,165.6,5.1,88.2,94.2,28,35.8,44.0,20.2,0.281,605488
26,Kyle Freeland,COL,SP,L,30.8,30.8,14.5,711.3,166.3,8.2,10.8,0,0,5.21,5.03,1.39,118.2,43.2,187.7,6.1,85.2,91.6,26,40.1,39.7,20.3,0.318,607536
27,Michael King,SD,SP,R,30.8,30.8,15.7,704.1,166.3,10.4,8.2,0,0,3.99,3.77,1.24,172.8,58.0,148.8,6.9,75.6,81.8,22,40.5,39.8,19.8,0.282,650633
28,Jose Soriano,LAA,SP,R,30.8,30.8,16.2,713.0,166.3,9.5,8.9,0,0,4.00,3.72,1.36,153.8,71.3,154.2,8.1,71.9,79.6,14,56.9,23.8,19.3,0.298,667755
29,Yusei Kikuchi,LAA,SP,L,29.8,29.8,15.1,688.9,163.9,9.3,9.2,0,0,4.38,4.26,1.30,166.5,58.3,154.1,5.0,77.6,83.4,25,40.0,40.4,19.5,0.295,579328
30,Nick Pivetta,SD,SP,R,29.2,29.2,15.0,684.8,163.5,10.4,8.1,0,0,4.16,3.67,1.16,180.0,51.0,139.1,4.8,77.5,82.8,26,33.5,46.9,19.6,0.265,601713
31,Ranger Suarez,BOS,SP,L,29.2,29.2,16.2,683.5,163.5,10.2,7.9,0,0,3.97,3.97,1.28,144.9,47.3,162.4,5.4,68.1,74.8,17,48.0,31.9,20.1,0.312,624133
32,David Peterson,NYM,SP,L,29.2,29.2,15.6,703.5,163.5,11.3,7.1,0,0,3.87,3.91,1.37,145.0,62.9,160.5,7.3,72.6,79.9,16,51.8,28.1,20.1,0.302,656849
33,Joe Ryan,MIN,SP,R,29.2,29.2,15.6,672.7,163.5,10.3,8.0,0,0,3.97,3.51,1.09,179.1,39.6,138.3,7.7,72.5,77.4,23,33.1,47.2,19.7,0.271,657746
34,Garrett Crochet,BOS,SP,L,29.2,29.2,17.8,651.1,163.5,10.6,6.8,0,0,3.19,2.86,1.04,200.8,42.5,127.3,5.1,54.7,60.0,16,43.6,37.5,18.9,0.291,676979
35,Brandon Pfaadt,ARI,SP,R,29.2,29.2,14.5,689.7,163.5,10.5,8.3,0,0,4.49,4.28,1.27,141.0,38.5,169.0,6.7,82.0,88.1,23,40.1,40.0,19.9,0.307,694297
36,Chris Bassitt,BAL,SP,R,30.8,30.8,14.7,699.9,163.2,10.0,8.5,0,0,4.47,4.33,1.35,146.0,55.6,164.8,9.8,80.1,86.6,22,43.6,36.4,20.0,0.307,12304
37,Brady Singer,CIN,SP,R,30.8,30.8,14.8,698.9,163.2,9.1,9.3,0,0,4.60,4.32,1.32,150.3,51.8,162.9,9.0,79.0,85.5,24,44.0,36.0,20.0,0.296,663903
38,Ryan Pepiot,TB,SP,R,30.8,30.8,14.9,693.9,163.2,9.3,9.1,0,0,4.33,3.95,1.23,174.0,59.6,141.8,7.0,78.7,84.4,24,35.8,44.7,19.5,0.270,686752
39,Bailey Ober,MIN,SP,R,29.2,29.2,14.0,679.3,160.6,9.6,8.9,0,0,4.59,4.33,1.21,145.3,38.6,155.8,6.2,82.2,87.4,27,32.0,47.9,20.1,0.278,641927
40,Hunter Greene,CIN,SP,R,29.2,29.2,15.6,667.5,160.6,9.5,8.3,0,0,4.11,3.62,1.13,190.0,53.6,127.2,8.8,69.4,74.3,24,32.4,48.5,19.1,0.260,668881
41,Logan Gilbert,SEA,SP,R,29.2,29.2,15.7,660.8,160.6,10.9,7.0,0,0,3.72,3.23,1.08,179.1,37.5,136.4,5.7,69.0,74.5,21,39.4,41.2,19.3,0.270,669302
42,Spencer Strider,ATL,SP,R,29.2,29.2,15.2,673.0,160.6,10.9,7.1,0,0,4.07,3.65,1.20,187.5,57.3,135.1,7.1,72.5,77.8,21,35.5,45.3,19.1,0.283,675911
43,Nolan McLean,NYM,SP,R,29.2,29.2,15.3,688.6,160.6,10.9,7.1,0,0,3.92,3.88,1.33,152.6,62.1,151.1,8.8,72.1,79.1,17,50.7,28.5,20.8,0.297,690997
44,Noah Cameron,KC,SP,L,29.2,29.2,14.7,683.0,160.6,9.7,8.5,0,0,4.50,4.49,1.32,132.4,53.6,159.1,6.0,76.9,83.2,22,43.6,35.5,20.9,0.295,702070
45,Yoshinobu Yamamoto,LAD,SP,R,29.2,29.2,16.4,664.5,160.6,11.7,5.9,0,0,3.56,3.12,1.16,168.9,48.1,137.7,5.4,63.3,69.7,17,49.2,31.3,19.5,0.282,808967
46,Jack Flaherty,DET,SP,R,30.8,30.8,15.1,683.4,160.2,9.1,8.7,0,0,4.08,3.80,1.24,173.4,56.1,142.3,6.7,73.6,79.4,21,39.7,40.6,19.7,0.287,656427
47,Gavin Williams,CLE,SP,R,30.8,30.8,14.6,687.5,160.2,8.7,9.2,0,0,4.35,4.06,1.32,165.2,68.9,142.5,5.7,77.0,83.1,21,40.7,39.8,19.5,0.281,668909
48,MacKenzie Gore,TEX,SP,L,30.8,30.8,15.4,676.5,160.2,9.6,8.0,0,0,4.02,3.87,1.27,181.8,60.7,142.9,6.3,71.1,76.7,21,38.6,42.2,19.3,0.297,669022
49,Shane Smith,CHW,SP,R,30.8,30.8,14.1,687.1,160.2,8.4,9.8,0,0,4.55,4.26,1.33,146.2,61.6,151.7,9.1,81.2,87.3,23,43.0,36.2,20.9,0.287,681343
50,Casey Mize,DET,SP,R,29.8,29.8,14.4,667.9,157.9,9.0,8.7,0,0,4.28,4.05,1.26,139.8,43.7,155.5,5.1,76.0,82.0,21,41.5,38.9,19.6,0.295,663554
51,Seth Lugo,KC,SP,R,29.2,29.2,14.0,676.6,157.7,9.2,8.8,0,0,4.72,4.36,1.31,135.5,51.4,155.3,6.4,79.3,85.4,23,41.1,38.8,20.0,0.289,12447
52,Matthew Boyd,CHC,SP,L,29.2,29.2,14.6,665.3,157.7,10.0,7.8,0,0,4.16,4.11,1.25,142.6,47.5,149.3,6.7,74.1,79.6,21,37.0,42.8,20.1,0.285,15440
53,Aaron Nola,PHI,SP,R,29.2,29.2,14.8,661.6,157.7,9.9,7.8,0,0,4.23,3.97,1.23,151.4,40.6,153.2,5.1,72.7,78.6,23,42.2,37.8,20.1,0.294,16149
54,Brandon Woodruff,MIL,SP,R,29.2,29.2,14.9,655.1,157.7,9.5,8.1,0,0,4.06,3.69,1.15,166.4,43.1,138.7,6.3,71.6,76.9,23,36.8,43.7,19.5,0.273,605540
55,Nick Lodolo,CIN,SP,L,29.2,29.2,15.1,661.9,157.7,9.2,8.4,0,0,4.22,3.95,1.20,158.8,43.6,145.8,12.8,70.0,75.7,22,42.1,38.2,19.6,0.288,666157
56,Shane Baz,BAL,SP,R,29.2,29.2,14.3,672.0,157.7,9.9,8.0,0,0,4.41,4.08,1.29,154.1,57.5,145.9,7.3,76.5,82.5,22,41.4,39.2,19.4,0.288,669358
57,Tatsuya Imai,HOU,SP,R,29.2,29.2,13.9,682.7,157.7,9.7,8.3,0,0,4.59,4.27,1.39,151.5,64.1,154.4,7.5,79.6,86.0,21,45.9,33.3,20.9,0.300,837227
58,Sonny Gray,BOS,SP,R,29.2,29.2,15.5,641.0,154.8,9.2,7.6,0,0,3.92,3.68,1.20,160.5,41.1,145.2,4.8,63.7,69.4,18,43.8,36.5,19.7,0.307,12768
59,Dylan Cease,TOR,SP,R,29.2,29.2,15.3,651.5,154.8,10.1,6.9,0,0,3.76,3.49,1.21,185.5,57.2,129.6,4.9,65.3,70.6,19,37.1,43.6,19.2,0.284,656302
60,Davis Martin,CHW,SP,R,29.2,29.2,13.0,672.4,154.8,8.1,9.8,0,0,4.83,4.50,1.38,120.3,54.4,159.0,7.2,83.3,89.7,23,43.6,36.3,20.0,0.290,663436
61,Ryne Nelson,ARI,SP,R,29.2,29.2,13.6,658.2,154.8,9.5,8.2,0,0,4.53,4.26,1.28,126.7,44.1,154.0,5.2,78.4,84.1,21,38.4,41.8,19.8,0.291,669194
62,Taj Bradley,MIN,SP,R,29.2,29.2,13.8,658.8,154.8,9.0,8.5,0,0,4.46,4.13,1.29,149.1,55.7,144.3,5.1,77.0,82.7,21,39.6,41.0,19.5,0.287,671737
63,Slade Cecconi,CLE,SP,R,29.2,29.2,13.1,662.9,154.8,8.3,9.5,0,0,4.81,4.45,1.29,131.1,41.0,158.7,5.8,82.1,87.8,26,38.3,41.8,19.8,0.288,677944
64,Jacob deGrom,TEX,SP,R,27.5,27.5,15.4,629.1,154.0,10.0,7.0,0,0,3.69,3.04,1.04,179.3,35.0,124.8,4.7,62.7,67.7,21,37.1,44.0,19.0,0.264,10954
65,Nathan Eovaldi,TEX,SP,R,27.5,27.5,15.1,637.9,154.0,9.9,7.2,0,0,3.82,3.36,1.15,152.0,39.2,138.0,6.2,65.1,71.0,18,46.0,34.4,19.5,0.281,9132
66,Nick Martinez,TB,SP,R,29.2,29.2,12.7,655.9,151.8,8.2,9.3,0,0,4.84,4.42,1.33,117.6,43.7,158.1,5.9,81.8,87.8,23,41.3,38.6,20.2,0.286,12730
67,Joe Musgrove,SD,SP,R,29.2,29.2,14.1,640.0,151.8,9.2,7.8,0,0,4.11,3.88,1.22,143.7,39.2,145.6,9.3,70.9,76.6,21,42.5,37.5,20.0,0.290,12970
68,Matthew Liberatore,STL,SP,L,29.2,29.2,13.2,652.9,151.8,8.3,9.0,0,0,4.59,4.35,1.33,124.8,50.5,151.2,5.7,78.4,84.2,20,39.9,40.2,19.8,0.293,669461
69,Quinn Priester,MIL,SP,R,29.2,29.2,13.7,653.2,151.8,8.7,8.4,0,0,4.39,4.14,1.37,123.8,52.3,155.3,6.2,74.2,81.1,18,52.1,27.8,20.1,0.299,682990
70,Jack Leiter,TEX,SP,R,29.2,29.2,13.0,656.2,151.8,8.7,8.7,0,0,4.73,4.42,1.35,147.1,64.3,140.4,6.6,79.4,84.9,23,37.1,43.3,19.6,0.280,683004
71,Miles Mikolas,WSH,SP,R,29.2,29.2,12.2,636.4,148.9,7.3,9.9,0,0,4.96,4.69,1.33,100.9,33.7,163.7,5.1,82.0,87.8,24,40.2,39.7,20.1,0.295,571945
72,Clay Holmes,NYM,SP,R,29.2,29.2,13.8,645.9,148.9,9.5,7.1,0,0,4.10,3.90,1.38,124.6,59.7,145.1,8.5,70.0,77.0,14,54.4,25.9,19.7,0.296,605280
73,Sean Burke,CHW,SP,R,29.2,29.2,12.1,649.9,148.9,7.3,9.9,0,0,5.00,4.78,1.42,133.4,66.5,145.7,5.9,82.8,88.3,25,38.1,41.0,20.9,0.287,680732
74,Eury Perez,MIA,SP,R,29.2,29.2,13.8,625.4,148.9,7.9,8.7,0,0,4.25,3.67,1.15,164.3,51.6,119.7,5.1,70.0,74.6,21,30.3,50.5,19.2,0.260,691587
75,Chris Sale,ATL,SP,L,27.5,27.5,15.5,604.5,148.5,10.4,5.7,0,0,3.39,3.09,1.09,181.6,38.8,122.8,7.6,56.0,60.9,16,40.5,40.1,19.4,0.293,10603
76,Jake Irvin,WSH,SP,R,27.5,27.5,12.2,640.0,148.5,7.8,9.5,0,0,4.98,4.65,1.36,112.1,48.5,153.3,5.7,82.2,88.1,23,41.9,38.2,19.9,0.289,663623
77,Dean Kremer,BAL,SP,R,27.5,27.5,12.9,636.0,148.5,9.1,8.0,0,0,4.72,4.36,1.31,124.6,46.0,148.1,4.6,76.9,82.5,23,38.4,41.6,19.9,0.286,665152
78,Cole Ragans,KC,SP,L,27.5,27.5,15.7,607.8,148.5,9.4,6.5,0,0,3.42,3.29,1.14,182.2,53.5,116.0,4.8,54.1,58.9,16,38.7,42.2,19.1,0.288,666142
79,Bryce Miller,SEA,SP,R,27.5,27.5,12.7,636.7,148.5,9.5,7.7,0,0,4.55,4.16,1.26,134.8,44.8,143.0,5.2,78.1,83.6,23,37.5,42.8,19.7,0.275,682243
80,Kyle Bradish,BAL,SP,R,28.5,28.5,14.7,619.0,148.2,9.3,6.9,0,0,3.83,3.46,1.19,155.7,46.3,130.7,6.6,62.3,67.9,17,44.7,35.7,19.6,0.290,680694
81,Drew Rasmussen,TB,SP,R,29.2,29.2,14.0,611.3,146.0,8.0,8.0,0,0,4.01,3.50,1.19,138.9,38.9,135.0,5.2,65.1,70.9,17,45.6,34.8,19.6,0.282,656876
82,Jose Quintana,COL,SP,L,27.5,27.5,12.2,642.3,145.8,6.9,10.0,0,0,5.48,5.17,1.49,97.6,55.1,162.1,6.0,78.6,84.9,21,44.3,35.2,20.5,0.309,11423
83,Tyler Mahle,SF,SP,R,27.5,27.5,12.9,622.7,145.8,8.3,8.2,0,0,4.41,4.09,1.27,123.6,43.7,141.4,4.4,73.0,78.4,19,38.9,41.0,20.0,0.286,641816
84,Justin Verlander,DET,SP,R,27.5,27.5,12.6,624.7,145.8,8.2,8.5,0,0,4.62,4.46,1.29,122.0,44.7,143.9,6.0,75.7,80.7,22,33.2,46.8,19.9,0.285,8700
85,Adrian Houser,SF,SP,R,27.5,27.5,12.4,625.1,143.0,7.9,8.4,0,0,4.58,4.34,1.40,103.3,47.6,152.5,6.8,74.2,80.6,16,48.0,31.8,20.2,0.305,12718
86,Zach Eflin,BAL,SP,R,27.5,27.5,12.9,601.1,143.0,8.6,7.5,0,0,4.48,4.24,1.26,110.6,27.5,152.2,4.7,70.4,75.9,22,42.6,37.1,20.2,0.299,13774
87,Michael Lorenzen,COL,SP,R,27.5,27.5,12.1,620.4,143.0,6.6,9.8,0,0,5.40,5.05,1.42,111.1,52.1,150.6,5.7,75.8,81.4,23,40.4,39.7,19.8,0.304,14843
88,German Marquez,SD,SP,R,27.5,27.5,11.5,620.0,143.0,8.1,8.6,0,0,4.96,4.65,1.39,109.8,47.9,151.5,5.3,80.9,86.5,23,40.5,39.7,19.8,0.294,15038
89,Trevor Rogers,BAL,SP,L,27.5,27.5,13.1,610.3,143.0,8.7,7.4,0,0,4.36,4.14,1.31,121.2,48.3,139.6,5.0,68.6,74.3,18,43.4,36.5,20.2,0.291,669432
90,Andre Pallante,STL,SP,R,27.5,27.5,12.7,621.5,143.0,7.9,8.3,0,0,4.45,4.18,1.42,99.4,55.4,148.1,4.9,71.7,78.6,13,56.4,23.6,20.0,0.303,669467
91,Cam Schlittler,NYY,SP,R,27.5,27.5,13.2,610.8,143.0,8.9,7.1,0,0,4.30,4.18,1.32,137.0,54.6,134.8,6.5,67.8,73.6,18,45.5,33.7,20.8,0.292,693645
92,Chase Burns,CIN,SP,R,27.5,27.5,14.3,591.4,143.0,8.2,7.4,0,0,3.96,3.81,1.22,158.7,45.0,129.0,4.5,59.6,64.6,19,41.6,37.8,20.6,0.299,695505
93,Bubba Chandler,PIT,SP,R,27.5,27.5,12.6,618.0,143.0,7.9,8.3,0,0,4.56,4.46,1.36,127.1,56.0,138.6,7.1,72.4,78.0,18,42.3,36.9,20.9,0.298,696149
94,Trey Yesavage,TOR,SP,R,27.5,27.5,13.6,606.4,143.0,9.1,6.8,0,0,4.04,3.87,1.29,159.6,58.9,124.9,5.2,64.7,70.0,18,41.8,37.5,20.7,0.289,702056
95,Edward Cabrera,CHC,SP,R,27.5,27.5,13.0,595.5,140.3,8.5,7.1,0,0,4.16,3.83,1.28,149.9,56.8,122.6,7.1,65.9,71.4,16,44.3,36.3,19.4,0.288,665795
96,Cade Cavalli,WSH,SP,R,27.5,27.5,13.1,599.2,140.3,7.3,8.3,0,0,4.22,4.12,1.33,117.5,48.1,138.1,7.7,65.7,71.7,16,49.7,30.6,19.7,0.300,676917
97,Jacob Misiorowski,MIL,SP,R,27.5,27.5,12.7,607.2,140.3,7.9,7.9,0,0,4.39,4.36,1.38,152.1,67.2,126.2,8.3,68.7,74.0,19,41.2,38.0,20.7,0.292,694819
98,Kris Bubic,KC,SP,L,25.9,25.9,13.5,587.4,139.9,8.5,7.0,0,0,4.11,4.08,1.29,131.4,49.0,131.0,4.8,61.3,66.8,17,44.8,35.3,19.9,0.299,663460
99,Michael McGreevy,STL,SP,R,25.9,25.9,12.6,593.5,139.9,8.1,7.7,0,0,4.34,4.29,1.33,93.7,34.8,151.5,4.6,68.2,74.4,16,50.2,28.7,21.1,0.307,700241
100,Eduardo Rodriguez,ARI,SP,L,27.5,27.5,12.2,588.3,137.5,8.0,7.4,0,0,4.48,4.49,1.36,120.3,47.7,139.3,3.8,68.8,73.9,18,38.9,41.1,20.0,0.307,13164
101,Cristian Javier,HOU,SP,R,27.5,27.5,10.9,598.9,137.5,7.6,8.4,0,0,5.18,4.84,1.35,127.6,56.1,129.8,5.3,78.4,82.8,25,28.2,51.6,20.2,0.268,664299
102,Cade Horton,CHC,SP,R,27.5,27.5,12.0,590.9,137.5,8.0,7.6,0,0,4.54,4.39,1.33,121.0,46.7,135.7,5.9,70.5,75.7,19,40.1,39.0,20.9,0.290,690990
103,Chad Patrick,MIL,SP,R,27.5,27.5,11.8,589.2,137.5,7.4,8.3,0,0,4.69,4.73,1.34,124.6,44.9,140.1,5.7,71.9,76.9,23,37.0,42.1,20.9,0.294,694477
104,Blake Snell,LAD,SP,L,25.9,25.9,14.0,576.6,137.3,9.8,5.2,0,0,3.60,3.35,1.22,168.0,59.0,108.4,3.8,54.9,59.9,15,42.6,38.1,19.3,0.280,13543
105,Ryan Weathers,NYY,SP,L,25.9,25.9,12.8,583.7,137.3,8.8,6.6,0,0,4.21,4.02,1.27,132.7,47.4,126.6,5.7,63.8,69.1,19,42.3,38.2,19.6,0.280,677960
106,Sean Manaea,NYM,SP,L,25.9,25.9,12.3,570.4,134.7,8.7,6.5,0,0,4.21,3.99,1.24,135.1,45.7,121.9,6.9,65.1,69.9,19,38.9,41.2,19.9,0.281,15873
107,Emmet Sheehan,LAD,SP,R,25.9,25.9,12.8,566.7,134.7,9.2,5.8,0,0,4.10,3.68,1.19,148.6,46.8,113.3,5.7,61.2,65.7,20,35.4,45.2,19.4,0.267,686218
108,Tyler Glasnow,LAD,SP,R,24.3,24.3,13.3,553.9,133.7,9.6,5.1,0,0,3.71,3.10,1.15,155.6,48.2,105.5,3.8,54.9,59.8,16,44.4,36.3,19.2,0.271,14374
109,Shane McClanahan,TB,SP,L,25.9,25.9,13.5,543.5,132.1,7.6,6.6,0,0,3.60,3.27,1.14,148.4,39.3,111.8,3.8,53.0,57.9,15,44.2,36.5,19.3,0.280,663556
110,Reid Detmers,LAA,SP,L,25.9,25.9,12.2,560.9,132.1,6.9,7.8,0,0,4.38,4.24,1.31,137.0,51.4,122.1,5.9,62.5,67.3,18,39.1,41.2,19.6,0.295,672282
111,Josiah Gray,WSH,SP,R,25.9,25.9,10.0,582.9,132.1,6.2,9.4,0,0,5.41,5.11,1.41,110.9,54.6,132.1,6.3,79.4,84.1,24,34.2,45.9,20.0,0.281,680686
112,Dustin May,STL,SP,R,24.3,24.3,11.5,567.2,131.2,7.5,7.5,0,0,4.50,4.16,1.31,119.2,49.1,123.2,7.4,66.5,71.7,16,41.9,38.7,19.4,0.288,669160
113,Carlos Rodon,NYY,SP,L,23.8,23.8,12.2,556.3,130.9,8.5,6.2,0,0,4.24,3.74,1.20,142.0,47.3,109.9,5.9,61.2,65.8,19,36.4,44.1,19.5,0.264,16137
114,Simeon Woods Richardson,MIN,SP,R,25.9,25.9,10.8,560.3,129.5,7.0,7.9,0,0,4.82,4.47,1.35,114.8,49.7,124.7,4.3,69.7,74.4,19,36.2,43.9,19.9,0.282,680573
115,Randy Vasquez,SD,SP,R,25.9,25.9,9.9,570.2,129.5,7.0,8.2,0,0,5.17,4.96,1.45,88.6,48.5,139.1,7.0,76.3,81.6,21,40.4,39.5,20.0,0.291,681190
116,Mike Burrows,HOU,SP,R,25.9,25.9,11.6,554.6,129.5,7.5,7.0,0,0,4.50,4.35,1.32,125.9,45.0,126.4,5.2,64.0,68.9,19,41.4,37.8,20.8,0.294,681347
117,Jacob Lopez,ATH,SP,L,25.9,25.9,11.5,556.4,129.5,7.2,7.4,0,0,4.61,4.46,1.32,129.9,52.8,118.3,6.8,64.8,69.4,19,36.3,43.5,20.2,0.282,682052
118,Brad Lord,WSH,SP,R,25.9,25.9,11.2,559.8,129.5,6.4,8.3,0,0,4.64,4.63,1.41,97.5,47.0,135.8,5.8,66.7,72.3,17,47.6,31.4,21.0,0.304,695418
119,Chase Dollander,COL,SP,R,25.9,25.9,10.7,564.1,129.5,5.6,9.3,0,0,5.57,5.41,1.49,103.9,57.1,135.5,7.0,71.0,76.1,20,41.2,37.9,20.9,0.313,801403
120,Zack Wheeler,PHI,SP,R,23.5,23.5,13.5,524.7,129.3,8.6,5.4,0,0,3.41,3.04,1.05,147.2,32.6,103.1,5.7,48.0,52.3,15,40.8,39.9,19.3,0.272,10310
121,Merrill Kelly,ARI,SP,R,23.5,23.5,11.8,549.7,129.3,8.3,6.4,0,0,4.29,3.97,1.27,117.5,39.1,124.6,3.5,61.9,66.8,16,41.3,38.7,20.0,0.292,518876
122,Aaron Civale,ATH,SP,R,24.3,24.3,10.5,548.3,126.4,7.1,7.5,0,0,5.00,4.65,1.33,109.3,40.1,128.6,5.8,68.5,73.2,21,37.2,42.7,20.1,0.286,650644
123,Chris Paddack,MIA,SP,R,24.3,24.3,10.5,540.0,126.4,6.5,8.1,0,0,4.95,4.63,1.31,95.3,32.7,133.3,3.9,69.1,73.8,20,37.7,42.3,20.0,0.293,663978
124,Grayson Rodriguez,LAA,SP,R,24.3,24.3,12.1,530.5,126.4,6.9,7.0,0,0,4.13,3.82,1.24,132.4,43.1,113.2,4.6,56.3,61.0,17,41.7,39.0,19.4,0.286,680570
125,Will Warren,NYY,SP,R,24.3,24.3,11.4,545.6,126.4,7.8,6.4,0,0,4.44,4.28,1.35,120.3,45.3,125.7,5.0,61.8,67.0,18,45.1,34.1,20.8,0.300,701542
126,Parker Messick,CLE,SP,L,24.3,24.3,11.6,541.2,126.4,6.9,7.3,0,0,4.33,4.43,1.36,113.4,43.3,128.3,5.9,60.4,65.5,16,44.6,34.5,20.9,0.306,800048
127,Zebby Matthews,MIN,SP,R,24.3,24.3,11.6,528.8,126.4,7.3,6.9,0,0,4.30,4.25,1.28,115.4,32.5,128.9,3.7,60.7,65.3,18,40.7,38.4,20.8,0.309,805673
128,Shohei Ohtani,LAD,SP,R,24.3,24.3,12.8,507.6,123.9,8.7,4.7,0,0,3.54,3.24,1.12,144.3,37.7,101.4,4.8,48.5,52.8,15,40.8,40.0,19.2,0.280,660271
